Agent ID,Agent Name,Agent Type,taxonomy ID,txonomy level,Lineage,Agent properties,HAMAP,Viralzone,GOLD
Escherichia coli N/S Shiga toxin 2e,Escherichia coli N/S Shiga toxin 2e,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/172""> Shiga toxin 2e</a>]",,"
            -
		    ",,
Escherichia coli N/S Verotoxin,Escherichia coli N/S Verotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/175""> N/S</a>, <a href=""/agents/176""> Verotoxin</a>]",,"
            -
		    ",,
Escherichia coli PN7,Escherichia coli PN7,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/128""> PN7</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,
Escherichia coli R45,Escherichia coli R45,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/129""> R45</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,
Escherichia coli Recombinant HB101,Escherichia coli Recombinant HB101,Bacterium,634468,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/132""> Recombinant HB101</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=6599"" target=""_new"">6599</a></p>]"
Escherichia coli Recombinant HB101(pPIL 219-15),Escherichia coli Recombinant HB101(pPIL 219-15),Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/130""> Recombinant HB101(pPIL 219-15)</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,
Escherichia coli Recombinant HB101(pPIL110-54),Escherichia coli Recombinant HB101(pPIL110-54),Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/131""> Recombinant HB101(pPIL110-54)</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,
Escherichia coli VJ1,Escherichia coli VJ1,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/177""> VJ1</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,
Fusobacterium nucleatum N/S,Fusobacterium nucleatum N/S,Bacterium,851,1,"[<a href=""/agents/178""> Fusobacterium</a>, <a href=""/agents/179""> nucleatum</a>, <a href=""/agents/180""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/28"">Twitching or  nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,
Haemophilus influenzae 33391,Haemophilus influenzae 33391,Bacterium,727,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/182""> influenzae</a>, <a href=""/agents/183""> 33391</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            HAEIF
		    ",,
Haemophilus influenzae 9795,Haemophilus influenzae 9795,Bacterium,727,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/182""> influenzae</a>, <a href=""/agents/184""> 9795</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            HAEIF
		    ",,
Haemophilus influenzae N/S,Haemophilus influenzae N/S,Bacterium,727,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/182""> influenzae</a>, <a href=""/agents/187""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            -
		    ",,
Haemophilus influenzae N/S,Haemophilus influenzae N/S,Bacterium,727,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/182""> influenzae</a>, <a href=""/agents/185""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/32"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            -
		    ",,
Haemophilus influenzae N/S,Haemophilus influenzae N/S,Bacterium,727,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/182""> influenzae</a>, <a href=""/agents/186""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            -
		    ",,
Haemophilus parainfluenzae ATCC 33392,Haemophilus parainfluenzae ATCC 33392,Bacterium,729,0,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/188""> parainfluenzae</a>, <a href=""/agents/189""> ATCC 33392</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            HAEPA
		    ",,
Haemophilus parainfluenzae N/S,Haemophilus parainfluenzae N/S,Bacterium,729,1,"[<a href=""/agents/181""> Haemophilus</a>, <a href=""/agents/188""> parainfluenzae</a>, <a href=""/agents/190""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/29"">Aerobic or facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/30"">Encapsulated or unencapsulated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/31"">Pleomorphic coccobacillus</a> </p>]","
            -
		    ",,
Helicobacter bilis CCUG 38995,Helicobacter bilis CCUG 38995,Bacterium,37372,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/192""> bilis</a>, <a href=""/agents/193""> CCUG 38995</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,
Helicobacter canis CCUG 33835,Helicobacter canis CCUG 33835,Bacterium,29419,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/194""> canis</a>, <a href=""/agents/195""> CCUG 33835</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,
Helicobacter felis CCUG 28539,Helicobacter felis CCUG 28539,Bacterium,936155,0,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/196""> felis</a>, <a href=""/agents/197""> CCUG 28539</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
HELFC
",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=8551"" target=""_new"">8551</a></p>]"
Helicobacter hepaticus CCUG 33637,Helicobacter hepaticus CCUG 33637,Bacterium,32025,0,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/198""> hepaticus</a>, <a href=""/agents/199""> CCUG 33637</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            HELHT
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=32661"" target=""_new"">32661</a></p>]"
Helicobacter mustelae 23950/1,Helicobacter mustelae 23950/1,Bacterium,217,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/200""> mustelae</a>, <a href=""/agents/201""> 23950/1</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,
Helicobacter mustelae 25715,Helicobacter mustelae 25715,Bacterium,217,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/200""> mustelae</a>, <a href=""/agents/202""> 25715</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            HELMU
		    ",,
Helicobacter pylori 032,Helicobacter pylori 032,Bacterium,210,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/203""> pylori</a>, <a href=""/agents/212""> 032</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
HELPY
",,
Helicobacter pylori CCUG 17874,Helicobacter pylori CCUG 17874,Bacterium,102618,0,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/203""> pylori</a>, <a href=""/agents/205""> CCUG 17874</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=4882"" target=""_new"">4882</a></p>]"
Helicobacter pylori CCUG 17875,Helicobacter pylori CCUG 17875,Bacterium,210,1,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/203""> pylori</a>, <a href=""/agents/206""> CCUG 17875</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,
Helicobacter pylori CCUG 17875,Helicobacter pylori CCUG 17875,Bacterium,102619,0,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/203""> pylori</a>, <a href=""/agents/204""> CCUG 17875</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=16234"" target=""_new"">16234</a></p>]"
Helicobacter pylori J99,Helicobacter pylori J99,Bacterium,85963,0,"[<a href=""/agents/191""> Helicobacter</a>, <a href=""/agents/203""> pylori</a>, <a href=""/agents/207""> J99</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/9"">Microaerophilic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/15"">Helical</a> </p>]","
HELPJ
",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=769"" target=""_new"">769</a></p>]"
